Repository
https://github.com/0xPARC/zk-bug-tracker
https://github.com/0xPARC/zkrepl
https://github.com/0xPolygonZero/plonky2
https://github.com/arkworks-rs/algebra
https://github.com/arkworks-rs/groth16
https://github.com/arkworks-rs/snark
https://github.com/arkworks-rs/std
https://github.com/automata-network/automata-dcap-attestation
https://github.com/automata-network/automata-on-chain-pccs
https://github.com/automata-network/automata-sgx-sdk
https://github.com/axiom-crypto/halo2-lib
https://github.com/axiom-crypto/snark-verifier
https://github.com/AztecProtocol/barretenberg
https://github.com/barryWhiteHat/roll_up
https://github.com/Blobscan/blobscan
https://github.com/bluealloy/revm
https://github.com/Conflux-Chain/confura
https://github.com/ConsenSys/gnark
https://github.com/ConsenSys/teku
https://github.com/crate-crypto/go-kzg-4844
https://github.com/dalek-cryptography/bulletproofs
https://github.com/Dapp-Learning-DAO/Dapp-Learning
https://github.com/dapphub/ds-test
https://github.com/dusk-network/plonk
https://github.com/erigontech/erigon
https://github.com/EspressoSystems/jellyfish
https://github.com/eth-infinitism/account-abstraction
https://github.com/ethereum/c-kzg-4844/
https://github.com/ethereum/go-ethereum
https://github.com/ethereum/remix-project
https://github.com/ethereum/solidity
https://github.com/ethereum/web3.py
https://github.com/ethers-io/ethers.js
https://github.com/filecoin-project/bellperson/
https://github.com/filecoin-project/ec-gpu
https://github.com/foundry-rs/forge-std
https://github.com/foundry-rs/foundry
https://github.com/gakonst/ethers-rs
https://github.com/hop-protocol/hop
https://github.com/hyperledger/besu
https://github.com/iden3/circom
https://github.com/iden3/circomlib
https://github.com/iden3/go-iden3-crypto
https://github.com/iden3/snarkjs
https://github.com/ingonyama-zk/icicle
https://github.com/libp2p/go-libp2p
https://github.com/libp2p/rust-libp2p
https://github.com/LimeChain/RollupCodes
https://github.com/microsoft/Nova
https://github.com/microsoft/Spartan
https://github.com/NethermindEth/nethermind
https://github.com/noir-lang/noir
https://github.com/NomicFoundation/hardhat
https://github.com/o1-labs/snarky
https://github.com/OpenZeppelin/openzeppelin-contracts
https://github.com/OpenZeppelin/openzeppelin-contracts-upgradeable
https://github.com/orgs/arkworks-rs
https://github.com/paradigmxyz/reth
https://github.com/paritytech/libsecp256k1
https://github.com/Plonky3/Plonky3
https://github.com/privacy-scaling-explorations/bls12_381
https://github.com/privacy-scaling-explorations/chiquito
https://github.com/privacy-scaling-explorations/halo2
https://github.com/privacy-scaling-explorations/halo2curves
https://github.com/privacy-scaling-explorations/maci
https://github.com/privacy-scaling-explorations/snark-verifier
https://github.com/privacy-scaling-explorations/zk-kit
https://github.com/protofire/solhint
https://github.com/prysmaticlabs/prysm
https://github.com/rainbow-me/rainbowkit
https://github.com/RustCrypto/elliptic-curves
https://github.com/RustCrypto/hashes
https://github.com/scaffold-eth/scaffold-eth
https://github.com/scaffold-eth/scaffold-eth-2
https://github.com/scipr-lab/libsnark
https://github.com/semaphore-protocol/semaphore
https://github.com/sigp/lighthouse
https://github.com/smartcontractkit/documentation
https://github.com/smlxl/evm.codes
https://github.com/solidity-by-example/solidity-by-example.github.io
https://github.com/starkware-libs/cairo-lang
https://github.com/status-im/nimbus-eth2
https://github.com/supranational/sppark
https://github.com/transmissions11/solmate
https://github.com/vyperlang/vyper
https://github.com/WalletConnect/web3modal
https://github.com/web3/web3.js
https://github.com/wevm/viem
https://github.com/wevm/wagmi
https://github.com/zcash/halo2
https://github.com/zkcrypto/bellman/
https://github.com/zkcrypto/bls12_381
https://github.com/zkcrypto/ff
https://github.com/zkcrypto/group
https://github.com/zkcrypto/pairing
https://github.com/zkemail/zk-email-verify
https://github.com/Zokrates/ZoKrates
