Repository
https://github.com/scroll-tech/canvas-contracts
https://github.com/scroll-tech/da-codec
https://github.com/scroll-tech/frontends
https://github.com/scroll-tech/go-ethereum
https://github.com/scroll-tech/halo2
https://github.com/scroll-tech/halo2-lib
https://github.com/scroll-tech/halo2-snark-aggregator
https://github.com/scroll-tech/halo2curves
https://github.com/scroll-tech/halo2wrong
https://github.com/scroll-tech/misc-precompiled-circuit
https://github.com/scroll-tech/mpt-circuit
https://github.com/scroll-tech/poseidon
https://github.com/scroll-tech/poseidon-circuit
https://github.com/scroll-tech/rust-zktrie
https://github.com/scroll-tech/scroll
https://github.com/scroll-tech/snark-verifier
https://github.com/scroll-tech/stateless-block-verifier
https://github.com/scroll-tech/zkevm-circuits
https://github.com/scroll-tech/zktrie
